blood_group,quantity,donated_on,location
B-,7,28-02-2020,krishnagiri
O-,5,02-02-2020,dharmapuri
AB-,4,13-04-2021,krishnagiri
O-,8,10-03-2020,krishnagiri
A-,9,22-11-2020,salem
B+,9,06-04-2020,dharmapuri
A+,6,28-03-2020,salem
O-,5,21-05-2020,krishnagiri
A+,3,05-02-2021,krishnagiri
A+,10,28-04-2021,salem
A-,5,15-09-2020,salem
AB+,10,25-11-2020,salem
A-,10,29-09-2020,salem
O-,5,16-03-2021,salem
B-,2,13-12-2020,salem
O-,1,14-09-2020,krishnagiri
B-,3,26-07-2020,salem
A-,6,10-02-2020,dharmapuri
O+,2,05-06-2020,krishnagiri
AB-,6,12-02-2021,dharmapuri
O+,1,13-12-2020,dharmapuri
AB+,2,22-12-2020,salem
O+,10,23-01-2020,salem
B-,9,23-01-2020,salem
B+,6,03-02-2021,dharmapuri
O+,5,08-09-2020,krishnagiri
B+,4,17-02-2020,dharmapuri
BOMBAY,1,15-02-2021,dharmapuri
A+,6,18-03-2021,salem
BOMBAY,8,08-07-2020,krishnagiri
B+,2,18-09-2020,dharmapuri
B-,4,19-04-2020,salem
AB-,2,01-04-2021,dharmapuri
A-,1,23-08-2020,dharmapuri
BOMBAY,4,20-03-2020,salem
AB+,3,27-12-2020,krishnagiri
BOMBAY,9,13-04-2020,salem
O-,10,20-01-2021,dharmapuri
B+,3,10-01-2020,dharmapuri
O-,10,04-07-2020,dharmapuri
O-,10,24-04-2020,dharmapuri
B-,5,11-01-2020,salem
AB+,5,17-07-2020,krishnagiri
O-,4,11-11-2020,dharmapuri
A+,3,18-02-2020,salem
O-,4,17-03-2021,dharmapuri
O-,2,16-06-2020,salem
AB+,1,07-11-2020,salem
A+,6,20-05-2020,dharmapuri
AB+,4,07-12-2020,salem
O+,9,09-04-2021,salem
O+,1,07-02-2021,dharmapuri
A-,10,28-01-2021,krishnagiri
AB-,10,10-11-2020,salem
A+,3,07-01-2021,dharmapuri
BOMBAY,6,19-09-2020,dharmapuri
B+,2,03-03-2020,dharmapuri
B-,8,30-07-2020,dharmapuri
AB-,6,01-05-2020,salem
AB+,8,01-04-2021,dharmapuri
AB-,8,19-03-2020,salem
O-,2,05-03-2020,krishnagiri
A+,3,18-02-2020,salem
BOMBAY,1,20-01-2020,krishnagiri
AB+,5,08-12-2020,dharmapuri
O-,2,18-02-2021,krishnagiri
B-,10,12-01-2021,salem
AB+,6,21-11-2020,krishnagiri
O+,7,05-06-2020,salem
B+,6,05-11-2020,krishnagiri
BOMBAY,1,27-04-2021,krishnagiri
A+,3,07-01-2020,dharmapuri
BOMBAY,8,16-07-2020,krishnagiri
AB+,8,08-10-2020,salem
O+,6,02-08-2020,salem
B+,10,30-06-2020,salem
B+,4,05-11-2020,dharmapuri
A-,10,17-08-2020,dharmapuri
O+,1,23-06-2020,krishnagiri
A-,10,06-04-2021,dharmapuri
B-,1,07-06-2020,salem
O+,10,06-04-2020,dharmapuri
AB+,8,18-05-2020,dharmapuri
O+,4,16-05-2020,krishnagiri
A+,5,01-06-2020,krishnagiri
O+,8,02-02-2020,krishnagiri
B+,6,22-05-2020,krishnagiri
O+,6,26-01-2021,krishnagiri
AB+,2,22-04-2021,salem
B+,4,16-02-2021,salem
AB+,10,20-10-2020,salem
O+,7,24-02-2020,krishnagiri
B-,1,03-07-2020,salem
B-,10,10-03-2020,dharmapuri
B-,1,22-02-2021,dharmapuri
B+,9,21-06-2020,salem
AB+,6,27-08-2020,salem
BOMBAY,8,03-05-2020,krishnagiri
A+,1,23-04-2020,salem
A-,9,25-08-2020,salem
AB+,1,31-05-2020,dharmapuri
O+,3,29-05-2020,salem
AB-,6,03-05-2020,dharmapuri
O-,7,08-08-2020,salem
O+,2,13-07-2020,salem
B-,5,28-02-2021,salem
B+,4,20-09-2020,dharmapuri
O+,10,23-06-2020,krishnagiri
BOMBAY,2,30-11-2020,krishnagiri
AB-,6,10-09-2020,salem
A-,3,20-05-2020,salem
A-,5,05-02-2021,dharmapuri
A-,10,07-08-2020,dharmapuri
A-,6,31-07-2020,salem
BOMBAY,1,17-07-2020,krishnagiri
O-,1,06-12-2020,krishnagiri
O-,1,08-02-2021,dharmapuri
BOMBAY,9,30-08-2020,salem
B-,6,09-03-2020,salem
A+,2,01-01-2020,salem
B+,8,12-03-2020,krishnagiri
B-,10,23-07-2020,krishnagiri
AB-,2,21-01-2020,krishnagiri
B+,9,30-10-2020,salem
AB-,7,29-01-2020,krishnagiri
A-,10,20-02-2021,salem
AB+,7,27-07-2020,krishnagiri
B-,8,13-01-2020,salem
A+,9,28-04-2021,salem
O+,3,19-08-2020,krishnagiri
BOMBAY,5,18-04-2021,salem
B+,6,08-05-2020,dharmapuri
O+,1,15-06-2020,krishnagiri
AB+,4,27-03-2020,krishnagiri
AB-,4,29-02-2020,krishnagiri
O+,9,09-09-2020,salem
O-,2,05-09-2020,krishnagiri
A+,10,17-02-2020,krishnagiri
O-,6,27-03-2020,salem
O+,10,29-03-2021,dharmapuri
AB+,10,03-03-2020,dharmapuri
AB-,8,12-02-2021,dharmapuri
B-,2,03-03-2021,dharmapuri
B+,9,15-03-2021,krishnagiri
O+,9,19-06-2020,krishnagiri
B-,4,28-02-2020,dharmapuri
BOMBAY,8,30-04-2021,salem
AB-,1,14-07-2020,dharmapuri
B+,1,13-08-2020,krishnagiri
B+,5,05-03-2020,krishnagiri
A-,9,26-08-2020,krishnagiri
A-,5,31-01-2021,krishnagiri
B-,10,25-09-2020,dharmapuri
B-,8,12-02-2020,dharmapuri
AB+,3,25-07-2020,krishnagiri
BOMBAY,4,21-02-2020,krishnagiri
A-,6,11-07-2020,krishnagiri
A-,10,16-06-2020,dharmapuri
B-,6,22-03-2021,salem
BOMBAY,2,23-03-2021,dharmapuri
O+,8,23-02-2021,salem
O+,6,17-02-2021,krishnagiri
O-,2,22-01-2021,dharmapuri
AB-,9,09-05-2020,dharmapuri
O-,5,29-06-2020,krishnagiri
AB+,6,19-04-2020,dharmapuri
A+,4,14-04-2020,salem
A+,10,12-09-2020,krishnagiri
AB+,10,20-08-2020,salem
BOMBAY,10,23-12-2020,dharmapuri
AB+,4,18-01-2021,krishnagiri
AB+,2,13-01-2020,dharmapuri
AB+,7,29-09-2020,krishnagiri
BOMBAY,3,01-02-2021,krishnagiri
B+,9,31-08-2020,salem
O+,1,12-11-2020,krishnagiri
B-,2,13-10-2020,salem
O+,5,11-03-2020,krishnagiri
BOMBAY,8,27-04-2020,salem
BOMBAY,7,30-12-2020,salem
A-,8,27-09-2020,salem
B-,4,03-02-2021,dharmapuri
O-,7,02-11-2020,salem
A+,4,12-08-2020,salem
A-,7,11-01-2020,salem
O-,7,21-12-2020,krishnagiri
O-,7,28-03-2021,salem
AB+,5,08-01-2020,salem
O+,4,09-10-2020,salem
B+,10,22-02-2020,dharmapuri
O+,2,17-04-2021,dharmapuri
A-,2,30-03-2021,dharmapuri
B-,2,22-04-2020,dharmapuri
B-,3,20-07-2020,salem
B-,2,19-07-2020,krishnagiri
BOMBAY,1,06-03-2020,dharmapuri
O+,4,27-05-2020,dharmapuri
B-,1,31-12-2020,dharmapuri
B+,2,08-09-2020,krishnagiri
AB-,3,17-03-2020,dharmapuri
B-,6,29-12-2020,krishnagiri
BOMBAY,5,07-02-2021,dharmapuri
AB-,4,19-03-2021,dharmapuri
AB-,5,15-08-2020,dharmapuri
O+,1,17-10-2020,krishnagiri
O+,4,25-08-2020,krishnagiri
O+,7,30-07-2020,salem
AB+,1,16-04-2020,krishnagiri
B+,4,06-06-2020,salem
O-,8,15-03-2020,krishnagiri
A-,10,03-01-2021,krishnagiri
A-,8,30-10-2020,salem
A+,8,08-06-2020,krishnagiri
BOMBAY,3,23-01-2021,salem
AB-,6,16-12-2020,salem
AB-,5,16-02-2021,krishnagiri
B+,7,23-03-2021,dharmapuri
O+,5,03-01-2020,krishnagiri
B+,3,08-02-2020,salem
A+,7,07-02-2021,salem
O-,10,22-02-2021,dharmapuri
O-,5,21-10-2020,krishnagiri
AB-,5,17-07-2020,krishnagiri
AB+,10,29-11-2020,krishnagiri
AB-,8,30-12-2020,dharmapuri
B+,8,09-10-2020,krishnagiri
A+,6,08-04-2021,salem
O-,6,25-09-2020,salem
O-,8,25-01-2021,krishnagiri
O+,9,22-11-2020,dharmapuri
B+,10,04-04-2020,krishnagiri
AB-,9,12-07-2020,krishnagiri
BOMBAY,3,18-12-2020,dharmapuri
AB+,9,13-12-2020,krishnagiri
BOMBAY,6,28-04-2020,salem
B+,5,04-07-2020,krishnagiri
BOMBAY,9,10-02-2021,salem
B-,1,09-06-2020,salem
O-,3,17-01-2021,salem
BOMBAY,9,30-09-2020,krishnagiri
O+,9,07-11-2020,krishnagiri
O+,1,20-06-2020,salem
O-,6,08-01-2021,dharmapuri
A+,1,16-12-2020,salem
A+,6,06-09-2020,salem
B-,1,03-02-2020,krishnagiri
O-,1,26-01-2021,salem
A+,5,05-03-2020,krishnagiri
O-,5,08-11-2020,krishnagiri
O-,8,07-01-2021,dharmapuri
BOMBAY,1,27-10-2020,dharmapuri
O+,3,29-04-2021,dharmapuri
B-,6,08-01-2021,krishnagiri
AB+,10,18-08-2020,salem
AB-,8,06-04-2020,dharmapuri
AB-,5,22-02-2020,dharmapuri
A-,9,13-11-2020,dharmapuri
AB-,5,30-04-2021,salem
O+,3,18-02-2021,salem
AB+,5,09-12-2020,salem
BOMBAY,10,14-11-2020,salem
B-,1,21-05-2020,dharmapuri
B+,3,09-05-2020,dharmapuri
A-,4,10-01-2021,salem
A+,5,09-09-2020,dharmapuri
AB+,8,04-02-2020,krishnagiri
O-,7,17-05-2020,dharmapuri
A+,3,13-05-2020,krishnagiri
A-,6,27-01-2020,salem
B+,10,24-03-2021,dharmapuri
A+,9,07-05-2020,salem
AB-,5,04-03-2021,krishnagiri
O-,1,02-01-2021,salem
B-,2,01-09-2020,salem
AB-,1,09-01-2020,salem
A-,9,20-03-2020,krishnagiri
BOMBAY,7,19-05-2020,krishnagiri
O-,9,03-02-2021,krishnagiri
AB+,7,20-07-2020,krishnagiri
AB+,3,22-09-2020,salem
A-,10,21-01-2020,salem
B+,10,27-02-2020,salem
A-,9,29-10-2020,krishnagiri
AB+,8,16-11-2020,krishnagiri
B-,7,11-03-2021,krishnagiri
O-,2,12-11-2020,salem
O-,3,18-07-2020,dharmapuri
A+,10,29-12-2020,salem
O+,9,10-09-2020,dharmapuri
B+,2,08-10-2020,krishnagiri
A-,5,18-03-2020,krishnagiri
A+,5,13-03-2021,dharmapuri
O-,10,08-07-2020,dharmapuri
B-,6,04-08-2020,dharmapuri
AB+,10,31-01-2021,salem
AB+,6,07-09-2020,dharmapuri
O+,6,26-01-2021,krishnagiri
A+,10,11-05-2020,salem
O+,5,19-07-2020,dharmapuri
O+,3,07-12-2020,dharmapuri
AB-,4,16-08-2020,krishnagiri
AB+,3,06-01-2020,salem
A-,10,16-06-2020,krishnagiri
B+,6,26-04-2021,dharmapuri
AB+,2,14-04-2021,dharmapuri
A-,9,16-04-2021,salem
B-,8,21-08-2020,dharmapuri
B-,10,22-12-2020,dharmapuri
B-,8,12-11-2020,krishnagiri
A+,8,14-03-2021,krishnagiri
BOMBAY,1,24-08-2020,salem
A-,8,30-07-2020,salem
B-,1,03-01-2021,krishnagiri
O-,5,12-02-2020,salem
B-,7,29-07-2020,krishnagiri
B+,1,31-10-2020,krishnagiri
B-,1,23-04-2021,dharmapuri
AB-,5,26-12-2020,salem
O+,8,14-03-2021,krishnagiri
A+,6,28-03-2021,salem
AB+,3,26-01-2020,dharmapuri
A-,7,30-04-2021,dharmapuri
O-,7,15-05-2020,salem
AB-,1,13-04-2020,salem
A-,3,28-03-2021,salem
O-,9,26-09-2020,dharmapuri
O-,9,29-04-2021,krishnagiri
A+,9,20-02-2020,salem
B-,6,21-08-2020,salem
BOMBAY,5,12-05-2020,dharmapuri
O+,4,19-02-2020,dharmapuri
A-,6,20-10-2020,krishnagiri
B-,5,24-11-2020,dharmapuri
A+,4,04-02-2021,salem
A+,7,15-03-2021,dharmapuri
B+,3,04-02-2021,salem
B+,10,19-05-2020,krishnagiri
B-,5,26-03-2021,krishnagiri
O-,10,29-01-2020,salem
AB-,8,30-10-2020,salem
BOMBAY,3,28-01-2021,dharmapuri
B-,10,11-08-2020,krishnagiri
A-,5,23-03-2020,salem
O-,6,17-04-2021,dharmapuri
AB-,5,15-07-2020,krishnagiri
AB+,6,16-06-2020,krishnagiri
A+,1,10-01-2021,salem
B-,1,25-11-2020,dharmapuri
B+,7,16-11-2020,krishnagiri
O+,1,25-03-2021,dharmapuri
BOMBAY,3,27-10-2020,salem
A+,7,22-01-2021,salem
B+,3,03-02-2021,dharmapuri
A-,4,13-04-2021,krishnagiri
A+,9,24-04-2020,dharmapuri
A-,5,12-11-2020,krishnagiri
A+,1,24-01-2021,dharmapuri
A-,9,10-01-2020,krishnagiri
AB-,1,27-04-2020,krishnagiri
B-,9,01-08-2020,krishnagiri
AB+,2,21-05-2020,salem
A+,5,28-04-2020,dharmapuri
AB+,10,19-04-2020,dharmapuri
B+,5,28-01-2021,dharmapuri
O-,2,14-02-2021,krishnagiri
AB-,4,26-08-2020,dharmapuri
B+,1,23-05-2020,dharmapuri
A-,2,18-03-2021,krishnagiri
O-,9,22-02-2021,salem
O+,2,11-09-2020,dharmapuri
B-,8,19-02-2021,krishnagiri
B+,8,05-02-2021,salem
A+,9,11-04-2020,krishnagiri
O-,4,17-11-2020,salem
B-,3,09-03-2021,dharmapuri
A-,5,28-07-2020,krishnagiri
O-,2,31-01-2020,dharmapuri
B-,3,08-07-2020,dharmapuri
B+,10,30-11-2020,salem
B-,2,19-02-2021,krishnagiri
O+,10,26-01-2020,salem
AB+,2,31-05-2020,dharmapuri
B-,8,19-03-2020,krishnagiri
O-,9,25-09-2020,dharmapuri
O-,7,02-08-2020,krishnagiri
A-,9,24-05-2020,dharmapuri
O+,5,14-03-2021,salem
AB+,3,30-01-2020,krishnagiri
AB+,10,28-01-2021,dharmapuri
A-,3,15-01-2021,salem
A-,1,16-10-2020,krishnagiri
BOMBAY,7,13-04-2020,dharmapuri
BOMBAY,5,02-01-2020,dharmapuri
BOMBAY,2,08-05-2020,salem
B+,1,22-12-2020,krishnagiri
A-,7,11-11-2020,krishnagiri
B-,10,14-12-2020,dharmapuri
A+,9,30-03-2021,salem
AB+,3,20-11-2020,salem
O-,3,27-03-2020,salem
B+,8,08-03-2020,dharmapuri
B+,8,15-04-2021,salem
B-,4,07-06-2020,salem
AB-,3,16-07-2020,dharmapuri
O-,10,24-04-2020,krishnagiri
AB+,1,21-02-2021,salem
A-,1,15-06-2020,dharmapuri
A+,4,21-08-2020,dharmapuri
AB+,3,29-03-2020,dharmapuri
AB-,6,04-09-2020,krishnagiri
B-,3,04-04-2020,krishnagiri
O-,8,25-09-2020,dharmapuri
AB+,2,30-06-2020,salem
A+,2,14-03-2021,salem
O-,7,19-01-2021,dharmapuri
A+,3,12-03-2020,krishnagiri
AB+,9,04-11-2020,dharmapuri
AB+,8,31-12-2020,salem
O+,4,16-12-2020,salem
A-,7,24-04-2021,dharmapuri
AB-,1,24-11-2020,salem
O-,5,27-05-2020,salem
BOMBAY,2,29-09-2020,dharmapuri
O-,5,07-03-2021,dharmapuri
B+,2,16-09-2020,dharmapuri
O+,2,21-01-2021,salem
O-,9,03-02-2020,krishnagiri
O+,3,01-07-2020,salem
